2023-10-07 11:45:44,GET,238,200
2023-10-07 11:45:44,GET,223,200
2023-10-07 11:45:44,GET,223,200
2023-10-07 11:45:44,GET,221,200
2023-10-07 11:45:44,GET,234,200
2023-10-07 11:45:44,GET,221,200
2023-10-07 11:45:44,GET,223,200
2023-10-07 11:45:44,GET,238,200
2023-10-07 11:45:44,GET,223,200
2023-10-07 11:45:44,GET,234,200
2023-10-07 11:45:44,GET,222,200
2023-10-07 11:45:44,GET,217,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,227,200
2023-10-07 11:45:44,GET,241,200
2023-10-07 11:45:44,GET,218,200
2023-10-07 11:45:44,GET,218,200
2023-10-07 11:45:44,GET,215,200
2023-10-07 11:45:44,GET,216,200
2023-10-07 11:45:44,GET,231,200
2023-10-07 11:45:44,GET,241,200
2023-10-07 11:45:44,GET,206,200
2023-10-07 11:45:44,GET,215,200
2023-10-07 11:45:44,GET,207,200
2023-10-07 11:45:44,GET,210,200
2023-10-07 11:45:44,GET,241,200
2023-10-07 11:45:44,GET,228,200
2023-10-07 11:45:44,GET,221,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,202,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,187,200
2023-10-07 11:45:44,GET,202,200
2023-10-07 11:45:44,GET,170,200
2023-10-07 11:45:44,GET,185,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,198,200
2023-10-07 11:45:44,GET,200,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,201,200
2023-10-07 11:45:44,GET,194,200
2023-10-07 11:45:44,GET,196,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,197,200
2023-10-07 11:45:44,GET,196,200
2023-10-07 11:45:44,GET,204,200
2023-10-07 11:45:44,GET,195,200
2023-10-07 11:45:44,GET,195,200
2023-10-07 11:45:44,GET,206,200
2023-10-07 11:45:44,GET,204,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,197,200
2023-10-07 11:45:44,GET,208,200
2023-10-07 11:45:44,GET,210,200
2023-10-07 11:45:44,GET,175,200
2023-10-07 11:45:44,GET,185,200
2023-10-07 11:45:44,GET,185,200
2023-10-07 11:45:44,GET,186,200
2023-10-07 11:45:44,GET,186,200
2023-10-07 11:45:44,GET,197,200
2023-10-07 11:45:45,GET,189,200
2023-10-07 11:45:45,GET,190,200
2023-10-07 11:45:44,GET,209,200
2023-10-07 11:45:45,GET,190,200
2023-10-07 11:45:44,GET,209,200
2023-10-07 11:45:45,GET,188,200
2023-10-07 11:45:44,GET,209,200
2023-10-07 11:45:45,GET,197,200
2023-10-07 11:45:44,GET,216,200
2023-10-07 11:45:45,GET,172,200
